year,month_monday,state,district,locality,total_locality_cases,outbreak_duration_days,total_state_cases,total_state_deaths,total_rainfall_mm,mean_wind_speed,total_solar_radiation_mjm2,days_in_month,weeks_in_month
2014,7,SELANGOR,Petaling,Ss 2 (Timur),70.0,77.0,739.0,4.0,2.2666666666666675,1.5952380952380953,283.89,14,2
2014,7,SELANGOR,Petaling,Ss 21,13.0,48.0,,,27.0,1.5904761904761904,128.41000000000003,7,1
2014,7,SELANGOR,Petaling,Ss 22,56.0,102.5,,0.0,16.233333333333334,1.5857142857142856,283.81000000000006,14,2
2014,7,SELANGOR,Petaling,Ss 22 Damansara Jaya,17.0,43.0,740.0,3.0,13.033333333333333,1.6095238095238096,128.49,7,1
2014,7,SELANGOR,Petaling,Ss 23 (Taman Sea),24.0,42.0,739.0,4.0,2.2666666666666675,1.5952380952380953,283.89,14,2
2014,7,SELANGOR,Petaling,Ss 24 Taman Megah,17.0,44.0,740.0,3.0,13.033333333333333,1.6095238095238096,128.49,7,1
2014,7,SELANGOR,Petaling,Ss 26 Taman Mayang Jaya,13.0,38.0,739.0,4.0,2.2666666666666675,1.5952380952380953,283.89,14,2
2014,7,SELANGOR,Petaling,Ss 3,40.0,64.0,739.0,4.0,2.2666666666666675,1.5952380952380953,283.89,14,2
2014,7,SELANGOR,Petaling,Ss 6 Kediaman Kastam Kelana Jaya,10.0,39.0,,1.0,-10.766666666666666,1.5809523809523809,155.4,7,1
2014,7,SELANGOR,Petaling,Ss 7 (Kelana D'Putra Condo),12.0,44.0,740.0,3.0,13.033333333333333,1.6095238095238096,128.49,7,1
2014,7,SELANGOR,Petaling,Ss 7 Kelana Jaya,45.0,52.0,739.0,4.0,2.2666666666666675,1.5952380952380953,283.89,14,2
2014,7,SELANGOR,Petaling,Ss 7 Kelana Puteri Kondo,140.0,99.33333333333333,738.0,3.0,29.266666666666666,1.5936507936507935,412.30000000000007,21,3
2014,7,SELANGOR,Petaling,Taman  Pinggiran Putra           ( Vista Pinggiran ),28.0,71.0,,,27.0,1.5904761904761904,128.41000000000003,7,1
2014,7,SELANGOR,Petaling,Taman Bukit Serdang,10.0,34.0,740.0,3.0,13.033333333333333,1.6095238095238096,128.49,7,1
2014,7,SELANGOR,Petaling,Taman Bukit Serdang 5 ( Jalan Bs 5/1 - 5/10 ),11.0,50.0,,1.0,-10.766666666666666,1.5809523809523809,155.4,7,1
2014,7,SELANGOR,Petaling,Taman Kinrara 5 ( Flat Taman Mawar ),21.0,52.0,739.0,4.0,2.2666666666666675,1.5952380952380953,283.89,14,2
2014,7,SELANGOR,Petaling,Taman Lestari Perdana (Pangsapuri Seri Indah),25.0,49.0,739.0,4.0,2.2666666666666675,1.5952380952380953,283.89,14,2
2014,7,SELANGOR,Petaling,Taman Lestari Putra 6,13.0,57.0,,1.0,-10.766666666666666,1.5809523809523809,155.4,7,1
2014,7,SELANGOR,Petaling,Taman Pinggiran Usj 1 (Teres),14.0,32.0,,,27.0,1.5904761904761904,128.41000000000003,7,1
2014,7,SELANGOR,Petaling,Taman Puchong Perdana (Jln Teratai),29.0,56.0,,0.0,16.233333333333334,1.5857142857142856,283.81000000000006,14,2
2014,7,SELANGOR,Petaling,Taman Puchong Permai ( Blok A1 - A9 ),7.0,34.0,,,27.0,1.5904761904761904,128.41000000000003,7,1
2014,7,SELANGOR,Petaling,Taman Serdang Perdana Sek 3 (East Lake Residence),29.0,60.0,739.0,4.0,2.2666666666666675,1.5952380952380953,283.89,14,2
2014,7,SELANGOR,Petaling,Taman Tasik Prima 4,11.0,58.0,,1.0,-10.766666666666666,1.5809523809523809,155.4,7,1
2014,7,SELANGOR,Petaling,Taman Universiti Indah 1 ( Jalan Indah 1/1 - 1/12 ),16.0,53.0,,,27.0,1.5904761904761904,128.41000000000003,7,1
2014,7,SELANGOR,Petaling,Taman Universiti Indah 1 (Jalan Indah 1/12-1/36),5.0,31.0,,,27.0,1.5904761904761904,128.41000000000003,7,1
2014,7,SELANGOR,Petaling,Usj 1 ( Pangsapuri Angsana),18.0,50.0,739.0,4.0,2.2666666666666675,1.5952380952380953,283.89,14,2
2014,7,SELANGOR,Petaling,Usj 1/4,11.0,43.0,,1.0,-10.766666666666666,1.5809523809523809,155.4,7,1
2014,7,SELANGOR,Petaling,Usj 11/4 Subang Jaya,37.0,69.0,739.0,4.0,2.2666666666666675,1.5952380952380953,283.89,14,2
2014,7,SELANGOR,Petaling,Usj 18 Subang Jaya,8.0,39.0,,1.0,-10.766666666666666,1.5809523809523809,155.4,7,1
2014,7,SELANGOR,Petaling,Usj 22 ( Fairville ),5.0,32.0,,,27.0,1.5904761904761904,128.41000000000003,7,1
2014,7,SELANGOR,Petaling,"Usj 9/2, 9/3A - 9/3E (Teres)",19.0,52.0,,,27.0,1.5904761904761904,128.41000000000003,7,1
2014,8,KELANTAN,Kota Bharu,Babong,12.0,37.5,2257.0,2.0,3.6000000000000156,1.3011904761904762,204.2,13,2
2014,8,KELANTAN,Kota Bharu,Bandar Baru,179.0,48.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Bandar Baru 2,24.0,39.5,2257.0,2.0,3.6000000000000156,1.3011904761904762,204.2,13,2
2014,8,KELANTAN,Kota Bharu,Batu 2 1/2,80.0,45.0,3780.0,6.0,8.250000000000007,1.4285714285714286,403.05000000000007,21,3
2014,8,KELANTAN,Kota Bharu,Batu 5 3/4,58.0,44.0,3780.0,6.0,8.250000000000007,1.4285714285714286,403.05000000000007,21,3
2014,8,KELANTAN,Kota Bharu,Baung,82.0,44.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Bawah Lembah,338.0,48.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Bechah Kura,14.0,37.0,971.0,1.0,38.65000000000001,1.2166666666666666,84.67,6,1
2014,8,KELANTAN,Kota Bharu,Belukar,403.0,42.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Belukar Luar,77.0,39.0,3591.0,2.0,5.950000000000017,1.4174603174603175,366.52000000000004,20,3
2014,8,KELANTAN,Kota Bharu,Beris Jambu,97.0,66.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Beris Lanjut,108.0,52.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Cabang 4 Panchor,91.0,39.0,3591.0,2.0,5.950000000000017,1.4174603174603175,366.52000000000004,20,3
2014,8,KELANTAN,Kota Bharu,Cabang 4 Pauh,63.0,42.0,3591.0,2.0,5.950000000000017,1.4174603174603175,366.52000000000004,20,3
2014,8,KELANTAN,Kota Bharu,Cabang Tiga,99.0,50.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Che Deris,78.0,62.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Chekok 2,48.0,31.0,971.0,1.0,38.65000000000001,1.2166666666666666,84.67,6,1
2014,8,KELANTAN,Kota Bharu,Chempaka 2,122.0,41.0,3591.0,2.0,5.950000000000017,1.4174603174603175,366.52000000000004,20,3
2014,8,KELANTAN,Kota Bharu,Cherang,23.0,32.0,971.0,1.0,38.65000000000001,1.2166666666666666,84.67,6,1
2014,8,KELANTAN,Kota Bharu,Darat,106.0,42.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Demit Darat,321.0,89.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Demit Lama,110.0,43.0,3591.0,2.0,5.950000000000017,1.4174603174603175,366.52000000000004,20,3
2014,8,KELANTAN,Kota Bharu,Desa Kemumin 4,8.0,34.0,1334.0,0.0,2.35,1.65,162.32000000000005,7,1
2014,8,KELANTAN,Kota Bharu,Desa Kujid 1,229.0,45.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Desa Telipot,28.0,35.5,2257.0,2.0,3.6000000000000156,1.3011904761904762,204.2,13,2
2014,8,KELANTAN,Kota Bharu,Dusun Muda,18.0,34.0,971.0,1.0,38.65000000000001,1.2166666666666666,84.67,6,1
2014,8,KELANTAN,Kota Bharu,Gong Tengah,37.0,41.0,3591.0,2.0,5.950000000000017,1.4174603174603175,366.52000000000004,20,3
2014,8,KELANTAN,Kota Bharu,Guchil Bayam,114.0,57.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Jalan Atas Banggol,10.0,40.0,971.0,1.0,38.65000000000001,1.2166666666666666,84.67,6,1
2014,8,KELANTAN,Kota Bharu,Jalan Atas Bonggol,9.0,33.0,1286.0,1.0,-35.05,1.385714285714286,119.53,7,1
2014,8,KELANTAN,Kota Bharu,Jalan Embi,114.0,63.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Jalan Gajah Mati,14.0,40.5,2494.0,5.0,43.300000000000004,1.45,283.52000000000004,14,2
2014,8,KELANTAN,Kota Bharu,Jalan Kelochor,50.0,41.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Jalan Kem Pga,9.0,35.0,971.0,1.0,38.65000000000001,1.2166666666666666,84.67,6,1
2014,8,KELANTAN,Kota Bharu,Jalan Pasar Berek 12,49.0,41.0,3591.0,2.0,5.950000000000017,1.4174603174603175,366.52000000000004,20,3
2014,8,KELANTAN,Kota Bharu,Jalan Raja Dewa Hilir,27.0,32.0,971.0,1.0,38.65000000000001,1.2166666666666666,84.67,6,1
2014,8,KELANTAN,Kota Bharu,Jalan Sri Chemerlang,23.0,58.0,1160.0,5.0,40.95,1.25,121.2,7,1
2014,8,KELANTAN,Kota Bharu,Jaya Setia,107.0,42.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Jelutong,33.0,39.0,2305.0,1.0,41.000000000000014,1.4333333333333331,246.99000000000007,13,2
2014,8,KELANTAN,Kota Bharu,Kampung Aman,232.0,55.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Kampung Cina,10.0,40.0,971.0,1.0,38.65000000000001,1.2166666666666666,84.67,6,1
2014,8,KELANTAN,Kota Bharu,Kampung Dusun,21.0,32.0,971.0,1.0,38.65000000000001,1.2166666666666666,84.67,6,1
2014,8,KELANTAN,Kota Bharu,Kampung Sireh,75.0,44.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Kemumin,188.0,51.333333333333336,3465.0,6.0,81.95000000000002,1.372222222222222,368.19000000000005,20,3
2014,8,KELANTAN,Kota Bharu,Kemunin,73.0,56.0,1286.0,1.0,-35.05,1.385714285714286,119.53,7,1
2014,8,KELANTAN,Kota Bharu,Kg Sireh Bawah Lembah,28.0,37.5,2257.0,2.0,3.6000000000000156,1.3011904761904762,204.2,13,2
2014,8,KELANTAN,Kota Bharu,Kijang,120.0,56.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Kok Pasir,117.0,59.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Kota,22.0,37.0,1160.0,5.0,40.95,1.25,121.2,7,1
2014,8,KELANTAN,Kota Bharu,Kubang Kerian,42.0,38.5,2257.0,2.0,3.6000000000000156,1.3011904761904762,204.2,13,2
2014,8,KELANTAN,Kota Bharu,Kubang Tuman,66.0,38.0,3591.0,2.0,5.950000000000017,1.4174603174603175,366.52000000000004,20,3
2014,8,KELANTAN,Kota Bharu,Kubur Kuda,296.0,64.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Kubur Pinang,72.0,42.0,3591.0,2.0,5.950000000000017,1.4174603174603175,366.52000000000004,20,3
2014,8,KELANTAN,Kota Bharu,Kubur Terap,38.0,41.666666666666664,3591.0,2.0,5.950000000000017,1.4174603174603175,366.52000000000004,20,3
2014,8,KELANTAN,Kota Bharu,Landak,36.0,38.5,2257.0,2.0,3.6000000000000156,1.3011904761904762,204.2,13,2
2014,8,KELANTAN,Kota Bharu,Langgang (Pdg. Bongor),43.0,37.5,2257.0,2.0,3.6000000000000156,1.3011904761904762,204.2,13,2
2014,8,KELANTAN,Kota Bharu,Lorong Chicha,87.0,56.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Lorong Huda,49.0,43.0,3591.0,2.0,5.950000000000017,1.4174603174603175,366.52000000000004,20,3
2014,8,KELANTAN,Kota Bharu,Lorong Kubur Pauh,487.0,52.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Lorong Laksa,11.0,43.0,1286.0,1.0,-35.05,1.385714285714286,119.53,7,1
2014,8,KELANTAN,Kota Bharu,Lorong Masjid Baung,122.0,56.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Lorong Masjid Lundang,180.0,48.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Lorong Masjid Taqwa,172.0,48.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Lorong Sahabat,13.0,32.0,971.0,1.0,38.65000000000001,1.2166666666666666,84.67,6,1
2014,8,KELANTAN,Kota Bharu,Lorong Sate,22.0,37.5,2257.0,2.0,3.6000000000000156,1.3011904761904762,204.2,13,2
2014,8,KELANTAN,Kota Bharu,Lrg Sk B.Payong,106.0,42.0,3591.0,2.0,5.950000000000017,1.4174603174603175,366.52000000000004,20,3
2014,8,KELANTAN,Kota Bharu,Lrg Sk Islah,102.0,44.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Lrg Sk Ismail 3,85.0,52.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Lrg Sk Paloh,33.0,40.5,2257.0,2.0,3.6000000000000156,1.3011904761904762,204.2,13,2
2014,8,KELANTAN,Kota Bharu,Lrg Sr Islam Kiblah,249.0,68.33333333333333,3465.0,6.0,81.95000000000002,1.372222222222222,368.19000000000005,20,3
2014,8,KELANTAN,Kota Bharu,Lrg Sri Islam Kiblah,89.0,73.0,1286.0,1.0,-35.05,1.385714285714286,119.53,7,1
2014,8,KELANTAN,Kota Bharu,Lrg Sri Payong,91.0,41.0,3591.0,2.0,5.950000000000017,1.4174603174603175,366.52000000000004,20,3
2014,8,KELANTAN,Kota Bharu,Lubok Jambu,12.0,34.0,971.0,1.0,38.65000000000001,1.2166666666666666,84.67,6,1
2014,8,KELANTAN,Kota Bharu,Masjid Hilir,184.0,44.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Padang Bongor,55.0,41.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Padang Demit,32.0,36.0,971.0,1.0,38.65000000000001,1.2166666666666666,84.67,6,1
2014,8,KELANTAN,Kota Bharu,Paloh,236.0,50.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Pasir Hor,11.0,31.0,971.0,1.0,38.65000000000001,1.2166666666666666,84.67,6,1
2014,8,KELANTAN,Kota Bharu,Pasir Kota,171.0,60.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Pauh (Panji),180.0,48.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Pauh Dal,28.0,35.5,2257.0,2.0,3.6000000000000156,1.3011904761904762,204.2,13,2
2014,8,KELANTAN,Kota Bharu,Paya Senang,30.0,36.5,2257.0,2.0,3.6000000000000156,1.3011904761904762,204.2,13,2
2014,8,KELANTAN,Kota Bharu,Pdg. Bongor Tg. Mas,175.0,47.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Penambang Hilir,43.0,41.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Pengkalan Cherang,6.0,38.0,1160.0,5.0,40.95,1.25,121.2,7,1
2014,8,KELANTAN,Kota Bharu,Pengkalan Demit,22.0,38.5,2257.0,2.0,3.6000000000000156,1.3011904761904762,204.2,13,2
2014,8,KELANTAN,Kota Bharu,Per. Wakaf Tanjung,33.0,36.5,2257.0,2.0,3.6000000000000156,1.3011904761904762,204.2,13,2
2014,8,KELANTAN,Kota Bharu,Persiaran Husna 1,74.0,42.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Pondok Terusan,318.0,54.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Pulau Hilir,178.0,48.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Pulau Melaka,368.0,102.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Rambutan Rendang,17.0,34.0,1286.0,1.0,-35.05,1.385714285714286,119.53,7,1
2014,8,KELANTAN,Kota Bharu,Simpang 4 Binjai,199.0,41.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Sri Kedeper,379.0,59.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Surau Kota,14.0,37.0,971.0,1.0,38.65000000000001,1.2166666666666666,84.67,6,1
2014,8,KELANTAN,Kota Bharu,Taman Azam,107.0,39.0,3591.0,2.0,5.950000000000017,1.4174603174603175,366.52000000000004,20,3
2014,8,KELANTAN,Kota Bharu,Taman Cinta,80.0,64.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Taman Desa Kemumin 2,12.0,33.0,971.0,1.0,38.65000000000001,1.2166666666666666,84.67,6,1
2014,8,KELANTAN,Kota Bharu,Taman Desa Kemumin 4,13.0,48.0,971.0,1.0,38.65000000000001,1.2166666666666666,84.67,6,1
2014,8,KELANTAN,Kota Bharu,Taman Desa Kemunin 4,13.0,41.0,1286.0,1.0,-35.05,1.385714285714286,119.53,7,1
2014,8,KELANTAN,Kota Bharu,Taman Desa Rahmat,386.0,45.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Taman Desa Rahmat 2,142.0,44.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Taman Guru,7.0,33.0,971.0,1.0,38.65000000000001,1.2166666666666666,84.67,6,1
2014,8,KELANTAN,Kota Bharu,Taman Harian,218.0,63.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Taman Hj Mat,58.0,37.5,2257.0,2.0,3.6000000000000156,1.3011904761904762,204.2,13,2
2014,8,KELANTAN,Kota Bharu,Taman Kajang Jaya,37.0,39.0,1286.0,1.0,-35.05,1.385714285714286,119.53,7,1
2014,8,KELANTAN,Kota Bharu,Taman Kenangan,159.0,99.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Taman Koperatif,91.0,42.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Taman Kurnia Jaya 2,6.0,32.0,1286.0,1.0,-35.05,1.385714285714286,119.53,7,1
2014,8,KELANTAN,Kota Bharu,Taman Maktab,32.0,38.5,2257.0,2.0,3.6000000000000156,1.3011904761904762,204.2,13,2
2014,8,KELANTAN,Kota Bharu,Taman Padang Villa,92.0,49.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Taman Peradang,606.0,70.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Taman Pinggiran Murni,24.0,38.0,3591.0,2.0,5.950000000000017,1.4174603174603175,366.52000000000004,20,3
2014,8,KELANTAN,Kota Bharu,Taman Sabariah,150.0,42.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Taman Sari,202.0,59.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Taman Sri Panji,244.0,80.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Taman Teluk Baru,19.0,36.5,2257.0,2.0,3.6000000000000156,1.3011904761904762,204.2,13,2
2014,8,KELANTAN,Kota Bharu,Taman Tg Ahmad Panglima,57.0,54.0,3780.0,6.0,8.250000000000007,1.4285714285714286,403.05000000000007,21,3
2014,8,KELANTAN,Kota Bharu,Taman Tg Ahmad;Panglima,29.0,68.0,971.0,1.0,38.65000000000001,1.2166666666666666,84.67,6,1
2014,8,KELANTAN,Kota Bharu,Taman Titiwangsa,73.0,55.0,3780.0,6.0,8.250000000000007,1.4285714285714286,403.05000000000007,21,3
2014,8,KELANTAN,Kota Bharu,Taman Transit,198.0,61.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Taman Uda Murni,314.0,49.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Taman Zaida Puteri,98.0,47.333333333333336,3465.0,6.0,81.95000000000002,1.372222222222222,368.19000000000005,20,3
2014,8,KELANTAN,Kota Bharu,Taman Zaida Puterri,39.0,52.0,1286.0,1.0,-35.05,1.385714285714286,119.53,7,1
2014,8,KELANTAN,Kota Bharu,Tanjung Kuala,14.0,32.0,1160.0,5.0,40.95,1.25,121.2,7,1
2014,8,KELANTAN,Kota Bharu,Tapang,535.0,69.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Telipot,116.0,80.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Telok Baru,128.0,49.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Telok Baru 2,149.0,51.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Telok Kitang,121.0,45.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Kota Bharu,Wakaf Che Roni,22.0,36.5,2257.0,2.0,3.6000000000000156,1.3011904761904762,204.2,13,2
2014,8,KELANTAN,Kota Bharu,Wakaf Mek Zainab,63.0,39.0,3591.0,2.0,5.950000000000017,1.4174603174603175,366.52000000000004,20,3
2014,8,KELANTAN,Petaling,Jalan Medan 31,7.0,43.0,1286.0,1.0,-35.05,1.385714285714286,119.53,7,1
2014,8,KELANTAN,Tumpat,Cabang Tiga Palekbang,63.0,44.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Tumpat,Hadapan Klinik Desa Cabang Empat,22.0,37.0,1334.0,0.0,2.35,1.65,162.32000000000005,7,1
2014,8,KELANTAN,Tumpat,Hilir Masjid Morak,8.0,32.0,1286.0,1.0,-35.05,1.385714285714286,119.53,7,1
2014,8,KELANTAN,Tumpat,Jln Hilir Pasar,95.0,43.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,KELANTAN,Tumpat,Jln Masjid Al Takwa,40.0,39.0,3591.0,2.0,5.950000000000017,1.4174603174603175,366.52000000000004,20,3
2014,8,KELANTAN,Tumpat,Kg Baru Luar Pasir Pekan,64.0,39.5,2620.0,1.0,-32.699999999999996,1.5178571428571428,281.85,14,2
2014,8,KELANTAN,Tumpat,Kg Surau Pasir Pekan,72.0,43.0,3591.0,2.0,5.950000000000017,1.4174603174603175,366.52000000000004,20,3
2014,8,KELANTAN,Tumpat,Kubang Palas,69.0,40.0,3591.0,2.0,5.950000000000017,1.4174603174603175,366.52000000000004,20,3
2014,8,KELANTAN,Tumpat,Lorong Alabaladi,8.0,33.0,971.0,1.0,38.65000000000001,1.2166666666666666,84.67,6,1
2014,8,KELANTAN,Tumpat,Pasir Pekan Hulu,12.0,35.0,971.0,1.0,38.65000000000001,1.2166666666666666,84.67,6,1
2014,8,KELANTAN,Tumpat,Simpangan,37.0,38.5,2257.0,2.0,3.6000000000000156,1.3011904761904762,204.2,13,2
2014,8,KELANTAN,Tumpat,Taman Adabi Lorong;Taqwa 1,8.0,33.0,971.0,1.0,38.65000000000001,1.2166666666666666,84.67,6,1
2014,8,KELANTAN,Tumpat,Taman Kota Kubang Labu,111.0,44.0,3591.0,2.0,5.950000000000017,1.4174603174603175,366.52000000000004,20,3
2014,8,KELANTAN,Tumpat,Taman Sri Pekan,62.0,39.0,3591.0,2.0,5.950000000000017,1.4174603174603175,366.52000000000004,20,3
2014,8,KELANTAN,Tumpat,Tanjung Che Mas Hulu,109.0,43.5,4751.0,7.0,46.90000000000002,1.375595238095238,487.7200000000001,27,4
2014,8,PULAU PINANG,Seberang Perai Tengah,Taman Sri Janggus,10.0,33.0,61.0,0.0,14.933333333333339,1.6083333333333332,78.13,6,1
2014,8,SARAWAK,Sibu,Jalan Geronggang,18.0,46.5,102.0,0.0,197.2875,1.472448979591837,230.0,14,2
2014,8,SELANGOR,Gombak,Appt Gemilang,6.0,37.0,978.0,1.0,63.4,1.5714285714285714,132.12,7,1
2014,8,SELANGOR,Gombak,Appt Sri Baiduri,42.0,67.0,2852.0,7.0,87.53333333333333,1.7920634920634921,416.2900000000001,21,3
2014,8,SELANGOR,Gombak,Appt Sri Raya,4.0,33.0,978.0,1.0,63.4,1.5714285714285714,132.12,7,1
2014,8,SELANGOR,Gombak,Appt Suria Kip Kepong,18.0,35.5,1672.0,1.0,43.3,1.6317460317460317,242.55,13,2
2014,8,SELANGOR,Gombak,Au1B Tmn Keramat Zon 4 (Flat),34.0,39.0,2852.0,7.0,87.53333333333333,1.7920634920634921,416.2900000000001,21,3
2014,8,SELANGOR,Gombak,Au1B Tmn Keramat Zon 4;(Flat),16.0,53.0,840.0,1.0,13.899999999999995,1.6111111111111107,103.585,6,1
2014,8,SELANGOR,Gombak,Au2A Tmn Keramat (Z0N 3),5.0,31.0,840.0,1.0,13.899999999999995,1.6111111111111107,103.585,6,1
